Ensembl_ID	HGNC_ID	Expression_value
ENSG00000039523	HGNC:25836	67.817656894617
ENSG00000039537	HGNC:1339	0
ENSG00000039560	HGNC:14873	30.8967266969454
ENSG00000039600	HGNC:30635	0.219922415463102
ENSG00000039650	HGNC:9154	24.1389747515533
ENSG00000040199	HGNC:29149	15.0570176576285
ENSG00000040275	HGNC:26010	8.02477029810077
ENSG00000040341	HGNC:11371	62.2418704077222
ENSG00000040487	HGNC:26001	15.7939367328703
ENSG00000040531	HGNC:2518	17.2465182766556
ENSG00000040608	HGNC:18601	3.21301250893974
ENSG00000040633	HGNC:28428	33.9823561036612
ENSG00000040731	HGNC:1749	0.151370160590105
ENSG00000040933	HGNC:6074	26.2313420361929
ENSG00000041353	HGNC:9767	43.5289350579047
ENSG00000041357	HGNC:9533	103.419881508198
ENSG00000041515	HGNC:29822	2.88884340970901
ENSG00000041802	HGNC:25652	39.4380749698356
ENSG00000041880	HGNC:273	23.5147801614694
ENSG00000041982	HGNC:5318	102.899095458678
